Name|Vintage|Grade|Review|Author|Attr_1,Attr_2,...,Attr_n-1,Attr_n,|Price|Country|Region|IssueDate
J. WEGELER ERBEN Riesling Auslese Mosel-Saar-Ruwer Wehlener Sonnenuhr|2005|95|Honey and baked apple notes, with an accent of vanilla, mark this opulent yet slim white. Balanced and smooth, with presence and a lingering finish. Best from 2008 through 2025. 25 cases made.|–BS|LONG FINISH,APPLE,HONEY,VANILLA,WHITE,PRESENCE,SMOOTH,|59|Germany|Germany|Apr 30, 2007
J. WEGELER ERBEN Riesling Beerenauslese Mosel-Saar-Ruwer Wehlener Sonnenuhr|2005|95|The sweet-tart character of this BA is reminiscent of eiswein. Dried fruit--apricot, pineapple and mango--permeate the sweetness, getting a lift from the vivid structure. Though thickly-textured, this finishes clean and tangy. Best from 2009 through 2040. 4 cases imported.|–BS|PINEAPPLE,WELL-STRUCTURED,CHARACTER,CLEAN,LIFT,SWEET,VIVID,|145|Germany|Germany|Apr 30, 2007
J. WEGELER ERBEN Riesling Trockenbeerenauslese Rheingau Geisenheimer Rothenberg 309°|2005|95|Very sweet, with prune, raisin, dried fig and spice notes. A succulence comes from the acidity, gliding to a long finish. The texture is silky, with a honey aftertaste. Drink now through 2045. 2 cases imported.|–BS|LONG FINISH,FIG,PRUNE,HONEY,SPICE,ACIDITY,SILKY,SWEET,TEXTURE,|350|Germany|Germany|Apr 30, 2007
J. WEGELER ERBEN Riesling Trockenbeerenauslese Rheingau Geisenheimer Rothenberg|2005|97|Plenty of coffee, toffee and warm pastry notes are enveloped by a lush texture in this seductive TBA. It melts in the mouth, changing to butter and toasted brioche on the long, pillowy finish. Drink now through 2048. 25 cases made.|–BS|BUTTER,TOFFEE,COFFEE,BRIOCHE,LONG,LUSH,|150|Germany|Germany|Apr 30, 2009
ROBERT WEIL Riesling Auslese Gold Cap Rheingau Kiedrich Gräfenberg|2005|97|An auction wine. Both intense and ethereal at the same time. Very unevolved and a bit disparate now, with dried apricot, pear and citrus aromas and flavors. There's a stony note that grounds this, and the vivid structure keeps it focused and long. Best from 2010 through 2030.|–BS|CITRUS,APRICOT,WELL-STRUCTURED,FOCUSED,INTENSE,LONG,VIVID,|-1|Germany|Germany|Web Only - 2007
WEINBACH Gewürztraminer Alsace Grand Cru Mambourg Quintessence de Grains Nobles Cuvée d'Or|2005|95|Rich and smoky, with a subtle core of racy acidity enlivening peach pie, quince paste and orange blossom flavors. It's unctuous, with a thread of minerality that leads to the lingering, honeyed finish. Drink now through 2028. 7 cases imported.|–AN|ORANGE BLOSSOM,QUINCE,PEACH,SMOKE,MINERAL,ACIDITY,LINGER,RACY,RICH,SUBTLE,|550|France|Alsace|Nov 15, 2008
WHISTLING EAGLE Shiraz Heathcote Eagles Blood|2005|95|Amazingly supple, generous and distinctive, with a range of mineral flavors enhancing the red berry and dark plum fruit, which expands exponentially on the long, sharply focused finish. The tannins are well-submerged. Best from 2009 through 2015. 550 cases made.|–HS|RED BERRY,DARK PLUM,EXCELLENT FINISH,MINERAL,TANNINS,DISTINCTIVE,GENEROUS,LONG,SUPPLE,|62|Australia|Australia|Jun 15, 2007
ZIND-HUMBRECHT Pinot Gris Alsace Hunawihr Clos Windsbuhl Vendange Tardive|2005|95|Beautifully textured and lacy, with nuances of orange, apricot, honey and buttery pastry. Elegant yet concentrated, with a grapefruit peel lift on the finish. Harmonious and approachable, yet should age well. Drink now through 2030. 375 cases made.|–BS|AGE WELL,GRAPEFRUIT,ORANGE,HONEY,CONCENTRATED,APPROACHABLE,BEAUTY,ELEGANT,HARMONY,LIFT,|140|France|Alsace|Oct 31, 2007
ZIND-HUMBRECHT Pinot Gris Alsace Wintzenheim Rotenberg Sélection des Grains Nobles|2005|95|An opulent dessert wine, with Earl Grey and orange peel notes playing off baked peach, orange coulis, vanilla and honey flavors. The mouthwatering acidity shows precision balance, subtly driving this rich wine, which ends with a lingering, caramel-tinged finish. Drink now through 2030.|–AN|ORANGE PEEL,ORANGE,PEACH,HONEY,ACIDITY,BALANCE,LINGER,MOUTHWATERING,RICH,|165|France|Alsace|Nov 15, 2008
ZIND-HUMBRECHT Pinot Gris Alsace Hunawihr Clos Windsbuhl Trie Spéciale Sélection des Grains Nobles|2005|96|Hints of curry spice and cinnamon weave through the layers of tropical fruits--mango, papaya and guava--and notes of roasted almond, honeycomb and toffee. Subtly integrated acidity drives this seamless wine and powers it through to the long, smoke-tinged finish. Drink now through 2030. 75 cases made.|–AN|ALMOND,TOFFEE,CINNAMON,SPICE,ACIDITY,LAYERS,LONG,SEAMLESS,|200|France|Alsace|Nov 15, 2009
BEAUX FRÈRES Pinot Noir Willamette Valley The Beaux Frères Vineyard|2004|95|Subtle, with a deceptively easy entry, offering lithe texture and cherry, plum and a distinct stony note that pick up steam and then hang on beautifully as the finish sails on and on, hinting late at sassafras. Tannins are well-integrated. Best from 2007 through 2015. 1,050 cases made.|–HS|LONG FINISH,CHERRY,SASSAFRAS,BEAUTY,DECEPTIVELY,HANG,SUBTLE,TEXTURE,WELL-INTEGRATED,|75|Oregon|Oregon|Jul 31, 2006
BETZ Syrah Red Mountain La Côte Rousse|2004|95|Deep, dark, dense and powerful. A reverberant mouthful of smoky blackberry, black cherry and licorice, hinting at pepper and cream as the finish sails on and on. Gorgeous stuff, and the tannins are beautifully managed. Best from 2008 through 2014. 400 cases made.|–HS|BLACK CHERRY,LONG FINISH,BLACKBERRY,SMOKE,CREAM,PEPPER,TANNINS,DENSE,BEAUTY,DARK,DEEP,GORGEOUS,|45|Washington|Washington|Dec 15, 2006
M. CHAPOUTIER Ermitage White L'Ermite|2004|97|This is packed tight, with a racy minerality holding the dried peach, apricot and macadamia nut flavors at bay. The long, tangy finish is all lean muscle, with a note of fleur de sel that really stretches this out nicely. Backward now, but should be dreamy in a decade. Best from 2009 through 2020. 175 cases made.|–JM|FLEUR DE SEL,SPECIFIC FINISH,APRICOT,PEACH,MINERAL,LONG,MUSCLE,NICE,RACY,TIGHT,|260|France|Northern Rhône|Aug 31, 2007
M. CHAPOUTIER Ermitage White de l'Orée|2004|96|This just gushes with gorgeous, creamy layers of mango, papaya, green plum, apricot and glazed tangerine, yet never gets heady or overripe, thanks to a buried spine of mineral and citrus peel. The long, powerful finish has a waxy feel, with a lingering floral note. A gorgeous combination of power and finesse. Drink now through 2020. 550 cases made.|–JM|STRONG FINISH,CITRUS,TANGERINE,APRICOT,MANGO,PLUM,MINERAL,CREAM,FLORAL,FINESSE,GORGEOUS,LINGER,LONG,POWER,|160|France|Northern Rhône|Aug 31, 2007
M. CHAPOUTIER Ermitage White Le Méal|2004|96|Bold and honeyed, with dried tropical fruit flavors--papaya and mango--layered with fresh, sweetened butter, green almond and mineral notes. Flashy and powerful up front, but superrefined through the finish. Drink now through 2020. 350 cases made.|–JM|FRUIT,ALMOND,BUTTER,MINERAL,BOLD,FRESH,POWER,|165|France|Northern Rhône|Aug 31, 2007
JEAN-LOUIS CHAVE Hermitage White|2004|97|Very rich, but cuts like a knife, with dried apricot, marzipan and wet stone notes leading the way for richer flavors of candle wax, heather, honey and white peach on the back end. The long, extremely taut finish seems almost tannic; this is built for a long life. Try now, or forget it in the cellar. Best after 2017. 1,500 cases made.|–JM|WHITE PEACH,APRICOT,HONEY,LONG,RICH,TAUT,|210|France|Northern Rhône|Sep 30, 2007
KELLER Riesling Auslese Gold Cap*** Rheinhessen Westhofener Morstein|2004|96|This is sweet and bracing at once, bookending its apricot, passion fruit and grapefruit notes. Botrytis adds spice and exotic accents. All the elements are there, but they need time to mesh. Fine length. Best from 2008 through 2025.|–BS|PASSION FRUIT,GRAPEFRUIT,APRICOT,SPICE,ACCENTS,BRACING,FINE,SWEET,|90|Germany|Germany|Apr 30, 2006
KELLER Riesling Trockenbeerenauslese Gold Cap Rheinhessen Westhofener Kirchspiel|2004|95|Harmony is the hallmark of this opulent, well-integrated TBA. Lemon candy, apricot, honey and spice notes mingle and the concentration is offset by its lively structure. Terrific length and seamless from start to finish. Drink now through 2040. 24 cases made.|–BS|LEMON,APRICOT,SPICE,WELL-STRUCTURED,HARMONY,LENGTH,LIVELY,WELL-INTEGRATED,|300|Germany|Germany|Apr 30, 2006
KRACHER Welschriesling Trockenbeerenauslese Burgenland Zwischen den Seen No.|2004|97|There's impeccable balance, depth and concentration to this ripe, luscious sweetie. Ripe apricot, peach and pineapple flavors fill this to the brim, topped by lush vanilla, white chocolate and cream notes that linger on the finish. Drink now through 2030.|–KM|APRICOT,PINEAPPLE,CHOCOLATE,VANILLA,CREAM,BALANCE,LINGER,LUSCIOUS,LUSH,RIPE,|83|Austria|Burgenland|Jun 15, 2007
MARKUS MOLITOR (HAUS KLOSTERBERG) Riesling Spätlese Mosel-Saar-Ruwer Wehlener Sonnenuhr|2004|95|Violet, apricot, lime, licorice and mineral aroma and flavors highlight this complex 2004. It's intense and crunchy thanks to its vibrant structure. The finish is long and resonates with fruit and mineral notes. It doesn't get much better at this level. Drink now through 2025. 500 cases made.|–BS|LIME,APRICOT,FRUIT,MINERAL,VIOLET,WELL-STRUCTURED,COMPLEX,INTENSE,LONG,VIBRANT,|36|Germany|Germany|Mar 31, 2006
QUILCEDA CREEK Cabernet Sauvignon Columbia Valley|2004|95|Velvety and generous. A supple, insinuating style, with coffee and bittersweet chocolate accents around a beautifully contained core of ripe currant, plum and cherry fruit. Has great presence, balance and harmony. The finish expands impressively against a veil of firm tannins and well-integrated oak flavors. Best from 2010 through 2020. 3,400 cases made.|–HS|TANNINS,EXCELLENT FINISH,CURRANT,CHERRY,CHOCOLATE,OAK,COFFEE,BALANCE,BEAUTY,BITTERSWEET,GENEROUS,HARMONY,PRESENCE,RIPE,STYLE,SUPPLE,VELVETY,WELL-INTEGRATED,|100|Washington|Washington|Jun 15, 2007
ROCHIOLI Pinot Noir Russian River Valley West Block|2004|96|Effusively fruity, rich and layered, with intense, concentrated black cherry, wild berry and blackberry fruit that's firm and well-structured, finishing with a strong burst of berry flavors. Picks up a nice edge of toasty oak. Drink now through 2012. 400 cases made.|–JL|WILD BERRY,BLACK CHERRY,TOASTY OAK,BERRY,FRUIT,FRUIT,CONCENTRATED,WELL-STRUCTURED,INTENSE,LAYERS,NICE,|75|California|Sonoma|Apr 30, 2007
SHEA Pinot Noir Willamette Valley Shea Vineyard Estate|2004|95|Lithe, supple and expressive, offering layers and layers of white pepper-accented currant and cherry, with a mineral note that adds depth and distinction. Broad and open-textured, lasting beautifully on the finish against superfine tannins. Best from 2007 through 2016. 1,200 cases made.|–HS|CURRANT,CHERRY,MINERAL,TANNINS,WHITE,BEAUTY,BROAD,DEPTH,EXPRESSIVE,LAYERS,SUPPLE,|38|Oregon|Oregon|Nov 15, 2006
SHEA Pinot Noir Willamette Valley Shea Vineyard Homer|2004|95|Bright and juicy. A pure burst of cinnamon-scented blackberry and currant that expands into a joyful mouthful of Pinot. The finish just keeps on going, against refined tannins. Best from 2008 through 2016. 225 cases made.|–HS|TANNINS,BLACKBERRY,CURRANT,BRIGHT,JUICY,PURE,|75|Oregon|Oregon|Nov 15, 2006
J. WEGELER ERBEN Riesling Beerenauslese Rheingau Geisenheimer Rothenberg|2004|96|A beautifully delineated dessert Riesling, this glides across the palate with its supple texture and lively structure. It's so seamless and balanced it's hard not to drink now, but this will develop more caramel and smoke flavors with age. Drink now through 2035. 50 cases imported.|–BS|SMOKE,WELL-STRUCTURED,BALANCE,BEAUTY,DEVELOP,LIVELY,SEAMLESS,SUPPLE,|105|Germany|Germany|Apr 30, 2006
J. WEGELER ERBEN Riesling Eiswein Mosel-Saar-Ruwer Bernkasteler Doctor|2004|95|Rich and mouthcoating in intensity, offering pear, apricot and lime flavors, yet with keen acidity for balance. It's graceful and lightweight, lingering gently on the finish. Drink now through 2030. 10 cases imported.|–BS|LIME,APRICOT,PEAR,ACIDITY,BALANCE,GRACE,INTENSITY,LINGER,RICH,|156|Germany|Germany|Apr 30, 2006
ROBERT WEIL Riesling Beerenauslese Rheingau Kiedrich Gräfenberg|2004|95|A silky-smooth dessert white, evoking apricot, honey, lemon and spice aromas and flavors. It's concentrated and lively, with fine intensity on a light-bodied profile. It still needs time to reveal all its charms. Drink now through 2040. 25 cases imported.|–BS|LEMON,APRICOT,SPICE,LIGHT-BODIED,WHITE,CONCENTRATED,FINE,LIVELY,|281|Germany|Germany|Apr 30, 2006
WEINBACH Riesling Alsace Grand Cru Schlossberg Quintessence de Grains Nobles|2004|97|Shows precision balance between the intense beam of acidity and a range of honeyed fruit flavors, including pineapple, dried apricot and star fruit. Tightly wound now, with a long, lingering finish of apple and spice. Best from 2011 through 2040. 10 cases imported.|–BS|LONG FINISH,TIGHTLY WOUND,APPLE,APRICOT,PINEAPPLE,FRUIT,SPICE,ACIDITY,BALANCE,BEAM,INTENSE,LONG,|465|France|Alsace|Jul 31, 2007
WEINBACH Riesling Alsace Grand Cru Schlossberg Sélection de Grains Nobles|2004|95|The light-weight framework and silky texture carries intense tropical fruit flavors of pineapple and guava, with apple pie, orange peel and a touch of hazelnut. The tangy acidity comes across on the tangerine-laced finish. Drink now through 2030. 11 cases imported.|–BS|ORANGE PEEL,APPLE,PINEAPPLE,FRUIT,HAZELNUT,ACIDITY,INTENSE,SILKY,|324|France|Alsace|Jul 31, 2007
ARCHERY SUMMIT Pinot Noir Willamette Valley Arcus Estate|2003|95|Dense and dramatic, with layers and layers of raspberry, red plum and red cherry flavors that form a tight ball and whoosh through the finish, hardly slowed by mouthcoating tannins. This has tremendous style and depth. Best from 2008 through 2015. 1,522 cases made.|–HS|RASPBERRY,CHERRY,PLUM,TANNINS,DENSE,RED,DEPTH,LAYERS,STYLE,TIGHT,TREMENDOUS,|75|Oregon|Oregon|Jul 31, 2006
CHÂTEAU DE BEAUCASTEL Châteauneuf-du-Pape White Vieilles Vignes|2003|95|Very ripe, with lush papaya, peach cobbler, melon and butter flavors that are creamy and powerful through the finish. Exotic hints of ginger, graham and almond, too. Has a track record for drinking well young, and then reemerging after a long dumb period. Drink now through 2007. 500 cases made.|–JM|PEACH,MELON,ALMOND,BUTTER,CREAM,GINGER,LONG,LUSH,POWER,RIPE,YOUNG,|150|France|Southern Rhône|Jun 15, 2006
BEAUX FRÈRES Pinot Noir Willamette Valley The Beaux Frères Vineyard|2003|95|Subtle and graceful. Remarkably generous with its many layers of flavor, offering currant, raspberry, cherry, violet and mineral notes that keep echoing as the finish sails on and on. Tannins are present but should polish up with time in the cellar. Drink now through 2015. 1,675 cases made.|–HS|LONG FINISH,CURRANT,CHERRY,MINERAL,TANNINS,ECHO,GENEROUS,GRACE,LAYERS,SUBTLE,|75|Oregon|Oregon|May 31, 2005
BERGSTRÖM Pinot Noir Willamette Valley Arcus Vineyard|2003|95|Opulent, juicy and generous with its currant and blackberry flavors, highly polished to bring out the spicy, slightly earthy overtones, lingering on the silky finish. Has tremendous power and length without great weight. Best from 2008 through 2015. 230 cases made.|–HS|BLACKBERRY,CURRANT,EARTHY,SPICE,WEIGHT,GENEROUS,JUICY,LENGTH,LINGER,POLISHED,POWER,SILKY,TREMENDOUS,|85|Oregon|Oregon|May 15, 2005
BERGSTRÖM Pinot Noir Willamette Valley Bergstrom Vineyard Whole Cluster Selection|2003|95|Big, round and opulent, filling in all the nooks and crannies with plum, currant and blackberry flavors, shaded with subtle spice and pepper notes. The finish is beautifully knit and supple enough to let the flavors echo for days. Drink now through 2015. 25 cases made.|–HS|BLACKBERRY,CURRANT,PLUM,PEPPER,SPICE,ROUND,BEAUTY,SUBTLE,SUPPLE,|65|Oregon|Oregon|May 31, 2005
CAYUSE Syrah Walla Walla Valley Bionic Frog|2003|96|Has amazing density, a wine of immense depth, wrapping silky tannins around plum, mineral, blackberry, prune and meat flavors, hinting at dark chocolate and walnut as the finish rolls on and on. Drink now through 2015. 208 cases made.|–HS|DARK CHOCOLATE,BLACKBERRY,PLUM,WALNUT,TANNINS,DENSE,DEPTH,SILKY,|65|Washington|Washington|Jun 15, 2006
M. CHAPOUTIER Ermitage White L'Ermite|2003|99|This rushes at you, with pear tartine, coconut, sweet butter, mango and honey notes. Just as you think you've got it figured out, it zooms on by with another wave of mineral, hazelnut and fresh apricot flavors. The texture is like porcelain, and the finish is long, to put it mildly. Forget the college fund; treat yourself. Drink now through 2030. 58 cases made.|–JM|APRICOT,MANGO,PEAR,HAZELNUT,BUTTER,MINERAL,LONG,SWEET,TEXTURE,|300|France|Northern Rhône|May 15, 2006
M. CHAPOUTIER Ermitage White Le Méal|2003|97|On the shy side aromatically (for now) this sneaks up on you with waves of almond, mango, papaya and glazed pear flavors. The texture is like coconut milk, the powerful finish is long and full of minerality. Great spine here, with marvelous balance. Drink now through 2030. 300 cases made.|–JM|STRONG FINISH,MANGO,PEAR,ALMOND,MINERAL,BALANCE,LONG,TEXTURE,|255|France|Northern Rhône|May 15, 2006
M. CHAPOUTIER Ermitage White de l'Orée|2003|95|Offers a perfume of persimmon and clove-studded blood orange, with a juicy palate that sports dried fruit, date, green almond and smoke flavors. Long, racy finish is filled with salted butter and floral notes. Drink now through 2020. 660 cases made.|–JM|ORANGE,FRUIT,ALMOND,BUTTER,SMOKE,FLORAL,JUICY,LONG,|180|France|Northern Rhône|May 15, 2006
